indoor_temp_c,outdoor_temp_c,ac_power_kw,occupancy,horizon_minutes,temp_delta_c
25.02,28.66,0.0,1,15.0,-0.044
20.65,24.49,0.0,0,15.0,-0.019
26.99,24.66,0.0,0,15.0,-0.023
27.37,31.39,0.0,1,15.0,-0.013
20.49,37.88,2.5,1,15.0,0.009
22.22,31.24,0.0,0,15.0,0.022
26.45,29.16,1.9,0,15.0,0.018
25.99,32.61,1.9,0,15.0,0.001
21.48,27.3,1.9,0,15.0,-0.043
21.67,19.2,1.9,0,15.0,-0.056
22.96,29.25,0.0,0,15.0,0.08
23.88,37.15,1.9,1,15.0,-0.03
24.95,21.51,0.0,1,15.0,-0.048
22.95,31.8,2.5,1,15.0,-0.055
23.7,22.02,1.9,1,15.0,-0.056
25.98,28.72,1.2,0,15.0,-0.032
20.29,19.93,1.9,1,15.0,-0.146
22.02,27.01,1.9,1,15.0,-0.086
25.71,33.12,0.0,1,15.0,0.042
27.16,24.95,1.9,1,15.0,-0.096
24.09,31.3,1.2,1,15.0,0.069
24.26,33.91,0.0,1,15.0,0.002
20.86,36.54,0.0,0,15.0,0.108
23.58,22.69,2.5,1,15.0,-0.053
24.26,25.99,2.5,1,15.0,-0.007
21.94,21.05,1.9,1,15.0,-0.102
22.15,37.85,2.5,1,15.0,-0.001
23.02,36.54,2.5,0,15.0,-0.013
20.16,28.8,2.5,0,15.0,-0.055
22.58,34.84,0.0,1,15.0,0.068
21.69,28.42,0.0,1,15.0,0.058
22.62,30.47,0.0,1,15.0,-0.054
20.96,19.78,2.5,0,15.0,-0.09
27.12,33.11,0.0,0,15.0,0.039
24.75,20.55,2.5,1,15.0,-0.14
25.43,34.52,0.0,1,15.0,0.136
26.31,33.64,0.0,1,15.0,0.017
23.99,32.17,1.2,1,15.0,-0.021
20.7,18.72,1.9,1,15.0,-0.012
24.3,24.06,2.5,0,15.0,-0.145
24.69,23.26,1.2,1,15.0,-0.08
25.96,25.2,0.0,1,15.0,-0.007
23.45,19.75,2.5,1,15.0,-0.095
21.02,36.74,0.0,1,15.0,0.099
22.27,29.08,1.9,1,15.0,-0.095
22.9,24.11,1.2,0,15.0,-0.067
25.17,25.94,1.9,1,15.0,-0.101
24.57,26.94,1.2,0,15.0,-0.043
22.85,30.01,0.0,1,15.0,0.06
27.89,28.31,1.9,0,15.0,-0.065
24.85,36.39,1.9,0,15.0,-0.091
21.9,27.94,0.0,1,15.0,0.079
20.81,37.84,1.9,0,15.0,0.021
21.22,35.03,2.5,1,15.0,0.024
21.97,22.17,1.2,1,15.0,-0.031
21.29,36.61,1.2,0,15.0,0.077
21.49,20.33,1.2,1,15.0,-0.038
22.28,34.35,2.5,1,15.0,0.013
21.39,25.61,1.2,1,15.0,-0.006
27.17,35.56,0.0,0,15.0,0.043
20.64,35.36,1.9,0,15.0,0.089
24.2,34.12,2.5,0,15.0,-0.02
23.28,33.8,1.2,0,15.0,0.029
27.86,24.09,0.0,0,15.0,-0.071
20.9,19.62,1.9,1,15.0,-0.14
23.18,26.06,1.9,1,15.0,-0.053
27.76,21.47,2.5,1,15.0,-0.137
26.92,31.9,2.5,1,15.0,-0.105
26.54,24.92,2.5,0,15.0,-0.114
22.06,37.51,0.0,0,15.0,0.15
21.37,30.82,0.0,0,15.0,0.081
25.35,34.45,2.5,0,15.0,-0.105
27.44,20.65,1.2,1,15.0,-0.092
24.45,35.24,1.9,1,15.0,-0.053
24.57,36.46,1.9,0,15.0,-0.033
22.24,27.74,0.0,0,15.0,0.015
26.16,30.13,1.9,1,15.0,-0.078
21.5,33.3,1.2,1,15.0,-0.035
22.59,21.5,1.9,0,15.0,-0.095
23.4,28.05,0.0,1,15.0,0.007
24.06,25.97,0.0,1,15.0,-0.103
21.94,20.93,1.2,0,15.0,0.024
20.92,25.35,1.2,0,15.0,0.016
24.88,19.36,1.9,1,15.0,-0.127
22.31,18.52,1.9,1,15.0,-0.101
24.65,20.7,0.0,1,15.0,-0.065
21.23,37.26,1.2,0,15.0,0.104
23.85,28.99,1.2,0,15.0,0.052
24.26,37.32,1.2,1,15.0,0.029
20.41,26.65,1.9,1,15.0,-0.006
22.69,24.24,1.2,0,15.0,-0.037
21.08,28.12,0.0,1,15.0,-0.011
20.51,26.79,0.0,1,15.0,0.022
27.92,20.11,1.9,1,15.0,-0.119
22.58,30.82,2.5,1,15.0,-0.08
26.48,22.32,1.9,1,15.0,-0.113
22.04,30.39,2.5,1,15.0,-0.065
25.45,31.0,1.2,1,15.0,-0.022
26.08,21.04,1.9,0,15.0,-0.11
24.77,19.23,0.0,1,15.0,-0.07
23.77,33.62,1.2,0,15.0,-0.027
23.29,27.2,0.0,1,15.0,-0.026
22.79,19.16,1.2,0,15.0,-0.034
27.44,37.9,1.9,0,15.0,-0.11
26.64,19.16,2.5,0,15.0,-0.106
27.72,31.9,1.2,0,15.0,0.026
20.99,37.67,2.5,1,15.0,-0.027
25.85,22.78,1.2,1,15.0,-0.171
27.51,20.84,0.0,1,15.0,-0.048
21.45,20.43,0.0,0,15.0,-0.008
20.53,24.07,1.2,0,15.0,-0.073
25.93,20.02,2.5,0,15.0,-0.164
24.6,31.84,1.9,0,15.0,0.018
26.73,19.25,1.9,1,15.0,-0.096
21.12,28.19,0.0,0,15.0,0.003
26.36,37.93,1.9,0,15.0,-0.083
21.61,34.28,0.0,0,15.0,0.058
21.31,30.3,1.9,0,15.0,-0.042
21.31,24.13,1.2,1,15.0,-0.015
26.52,30.48,0.0,1,15.0,0.004
25.32,28.54,0.0,0,15.0,0.039
24.18,26.52,1.2,0,15.0,0.038
22.87,20.61,0.0,0,15.0,0.021
27.02,35.73,1.9,0,15.0,-0.037
23.14,27.0,1.9,0,15.0,-0.07
26.53,21.89,0.0,1,15.0,-0.037
23.51,25.36,1.9,1,15.0,-0.024
23.02,26.28,2.5,1,15.0,-0.115
23.7,34.55,0.0,1,15.0,0.065
22.41,32.67,1.2,1,15.0,0.009
25.98,33.39,2.5,1,15.0,-0.087
24.02,18.22,0.0,1,15.0,-0.084
21.86,26.32,1.2,1,15.0,-0.012
27.2,27.63,1.9,0,15.0,-0.084
23.07,18.38,1.2,1,15.0,-0.056
24.35,23.2,2.5,1,15.0,-0.136
27.25,33.21,1.9,1,15.0,0.001
24.99,20.74,0.0,1,15.0,-0.055
20.94,28.71,1.9,1,15.0,0.031
27.52,22.3,0.0,0,15.0,-0.098
25.02,18.24,0.0,1,15.0,-0.017
22.68,22.82,1.2,0,15.0,-0.033
21.11,37.52,1.2,0,15.0,0.007
26.35,34.03,1.2,0,15.0,0.007
24.96,37.19,2.5,1,15.0,0.011
24.27,27.76,2.5,0,15.0,-0.18
27.15,20.19,1.2,0,15.0,-0.071
26.31,28.96,2.5,1,15.0,-0.193
21.21,27.09,1.9,0,15.0,-0.09
22.49,34.89,1.9,1,15.0,0.053
21.99,19.96,2.5,1,15.0,-0.142
25.95,27.76,2.5,0,15.0,-0.147
20.27,21.0,1.9,1,15.0,-0.085
24.56,24.49,0.0,0,15.0,0.083
26.1,32.75,1.9,1,15.0,-0.117
27.01,27.52,1.9,1,15.0,-0.12
22.74,25.52,2.5,1,15.0,-0.032
26.57,25.89,1.9,1,15.0,-0.011
20.89,27.19,2.5,0,15.0,-0.08
26.77,33.7,2.5,0,15.0,-0.121
21.02,35.84,1.2,1,15.0,0.116
23.18,37.11,1.9,1,15.0,0.06
26.38,33.74,0.0,1,15.0,0.071
21.2,24.31,1.2,1,15.0,-0.065
21.83,31.76,2.5,1,15.0,-0.055
25.78,26.75,2.5,1,15.0,-0.109
25.76,23.09,0.0,0,15.0,-0.001
25.13,34.82,2.5,1,15.0,0.004
25.55,18.77,1.9,1,15.0,-0.084
24.34,36.04,1.2,0,15.0,-0.031
22.01,27.23,2.5,1,15.0,-0.024
22.77,30.74,2.5,1,15.0,-0.051
21.45,31.19,0.0,1,15.0,0.085
27.27,35.9,1.9,0,15.0,0.023
24.67,30.73,2.5,0,15.0,-0.121
23.21,30.28,0.0,1,15.0,0.041
23.7,19.33,2.5,1,15.0,-0.153
27.58,28.37,0.0,0,15.0,-0.058
21.23,21.0,0.0,0,15.0,0.013
24.69,32.75,1.9,1,15.0,0.064
24.05,28.24,2.5,0,15.0,-0.161
24.89,31.6,1.9,1,15.0,-0.045
20.14,18.83,0.0,1,15.0,0.022
26.98,19.7,1.2,0,15.0,-0.088
27.46,32.33,2.5,1,15.0,-0.085
24.52,19.44,1.2,0,15.0,-0.133
25.57,19.43,2.5,0,15.0,-0.135
27.38,18.24,1.9,1,15.0,-0.162
25.66,37.13,1.9,1,15.0,-0.105
21.22,32.75,1.9,1,15.0,0.031
24.61,25.07,1.9,1,15.0,-0.04
24.85,23.93,1.9,0,15.0,-0.087
23.39,24.99,1.2,0,15.0,-0.035
25.89,33.49,1.9,0,15.0,0.001
27.47,31.23,0.0,0,15.0,0.031
27.4,21.7,0.0,0,15.0,0.005
23.61,21.48,1.2,0,15.0,-0.076
20.91,19.97,2.5,1,15.0,-0.061
27.88,31.21,0.0,1,15.0,0.035
26.71,33.29,2.5,1,15.0,-0.063
21.0,23.3,1.2,1,15.0,-0.088
27.37,18.42,2.5,0,15.0,-0.149
26.96,19.64,2.5,0,15.0,-0.184
24.15,37.36,2.5,1,15.0,-0.06
24.73,23.91,2.5,1,15.0,-0.145
23.19,33.38,1.2,0,15.0,-0.039
20.44,30.49,0.0,1,15.0,0.144
22.68,25.64,1.9,1,15.0,-0.011
26.42,22.11,2.5,1,15.0,-0.055
20.04,20.43,0.0,0,15.0,-0.046
22.67,30.3,0.0,1,15.0,0.049
23.19,33.49,1.2,1,15.0,-0.044
24.3,30.88,0.0,1,15.0,0.012
27.36,28.61,1.2,1,15.0,-0.08
22.77,18.84,2.5,1,15.0,-0.08
22.78,37.37,2.5,1,15.0,-0.043
25.9,33.97,1.9,0,15.0,0.004
23.62,23.86,1.9,1,15.0,-0.056
21.8,37.6,1.9,1,15.0,0.099
23.62,30.04,0.0,1,15.0,-0.02
21.13,29.65,2.5,0,15.0,-0.013
21.41,32.96,1.2,0,15.0,0.057
23.99,34.24,1.9,1,15.0,-0.063
23.35,31.13,1.2,1,15.0,0.033
27.32,20.56,1.2,1,15.0,-0.074
22.9,24.77,1.9,1,15.0,-0.08
24.64,36.56,2.5,1,15.0,-0.075
25.06,22.49,1.9,1,15.0,-0.124
20.1,25.44,1.2,1,15.0,0.062
25.31,26.64,1.9,1,15.0,-0.074
21.42,26.79,1.2,1,15.0,0.011
27.69,30.26,1.2,0,15.0,-0.07
21.19,36.86,1.9,1,15.0,-0.025
23.32,22.81,0.0,1,15.0,0.044
20.68,20.43,1.9,0,15.0,-0.139
27.97,21.95,0.0,0,15.0,-0.049
24.02,35.74,1.2,0,15.0,0.014
24.76,30.92,1.2,0,15.0,-0.014
20.54,23.72,0.0,0,15.0,0.011
26.0,34.32,1.2,1,15.0,0.012
21.68,35.23,0.0,1,15.0,0.106
27.18,34.93,0.0,1,15.0,0.076
21.64,36.38,1.2,0,15.0,-0.01
21.53,23.04,2.5,0,15.0,-0.113
20.29,33.1,0.0,1,15.0,0.122
23.78,27.21,1.9,0,15.0,-0.029
24.52,34.84,1.9,1,15.0,-0.079
20.53,32.57,1.2,1,15.0,0.031
26.2,33.53,2.5,1,15.0,-0.146
23.63,31.12,1.2,0,15.0,-0.009
24.2,21.55,2.5,1,15.0,-0.047
23.53,28.9,0.0,0,15.0,-0.007
23.21,37.69,0.0,1,15.0,0.05
24.48,36.75,0.0,1,15.0,0.102
21.24,18.86,0.0,0,15.0,-0.074
21.46,21.3,1.9,0,15.0,-0.11
26.89,20.63,1.9,0,15.0,-0.095
27.57,32.52,1.2,1,15.0,-0.048
22.99,34.36,2.5,0,15.0,-0.057
22.17,22.27,0.0,1,15.0,0.034
25.15,28.12,0.0,0,15.0,0.034
23.27,34.81,2.5,1,15.0,-0.033
20.2,32.66,2.5,1,15.0,-0.052
21.25,28.84,1.2,1,15.0,0.007
25.73,29.81,2.5,1,15.0,-0.09
25.27,28.17,0.0,0,15.0,0.035
20.22,23.95,0.0,0,15.0,0.002
21.78,29.3,0.0,1,15.0,0.038
21.85,31.78,0.0,0,15.0,0.016
25.38,35.47,0.0,1,15.0,0.058
20.16,30.73,1.2,0,15.0,-0.026
20.83,33.22,0.0,0,15.0,0.025
26.4,21.2,1.2,0,15.0,-0.071
21.43,27.23,0.0,1,15.0,0.044
25.22,18.19,1.9,0,15.0,-0.092
21.91,22.93,1.9,1,15.0,-0.093
20.8,32.53,1.9,0,15.0,-0.002
21.95,37.84,1.9,1,15.0,0.029
25.78,19.98,1.2,0,15.0,-0.067
26.85,26.03,1.2,1,15.0,-0.088
26.64,34.0,2.5,1,15.0,-0.061
23.18,22.08,0.0,0,15.0,0.009
25.34,29.1,1.9,1,15.0,-0.06
21.64,32.66,1.2,1,15.0,-0.072
22.35,30.32,0.0,1,15.0,0.054
27.17,21.76,0.0,1,15.0,0.062
20.1,25.11,1.2,0,15.0,-0.039
20.68,33.68,1.9,1,15.0,-0.038
21.66,29.08,2.5,0,15.0,-0.054
20.21,18.1,0.0,0,15.0,0.001
21.45,33.22,2.5,1,15.0,0.005
24.66,18.71,1.9,0,15.0,-0.167
23.37,32.91,1.9,1,15.0,0.001
27.14,22.05,2.5,1,15.0,-0.112
26.54,37.16,1.9,1,15.0,-0.028
22.73,25.36,0.0,1,15.0,0.031
22.08,24.54,2.5,0,15.0,-0.056
23.04,20.98,1.9,0,15.0,-0.06
24.72,24.11,2.5,1,15.0,-0.157
22.14,35.53,0.0,0,15.0,0.108
24.99,37.93,1.9,0,15.0,-0.014
23.28,25.37,0.0,0,15.0,0.015
24.42,26.97,1.9,1,15.0,-0.064
23.49,32.44,1.2,1,15.0,-0.006
22.36,35.72,1.9,0,15.0,0.038
27.59,29.86,2.5,1,15.0,-0.098
26.11,25.83,1.9,0,15.0,-0.13
21.12,26.25,0.0,0,15.0,0.013
26.95,31.91,0.0,1,15.0,0.038
23.9,18.06,1.9,1,15.0,-0.064
27.16,30.39,2.5,1,15.0,-0.066
26.4,25.11,1.2,0,15.0,-0.094
23.4,33.88,2.5,1,15.0,0.05
20.18,19.86,1.2,1,15.0,-0.041
22.15,29.76,0.0,1,15.0,0.097
24.33,27.62,2.5,1,15.0,-0.096
25.07,30.85,1.2,1,15.0,0.003
22.06,19.3,1.9,1,15.0,-0.063
21.11,29.6,0.0,1,15.0,0.099
26.68,29.23,1.9,1,15.0,-0.025
27.88,29.21,0.0,1,15.0,0.046
24.21,30.07,2.5,1,15.0,-0.088
21.37,31.53,2.5,1,15.0,-0.074
22.18,34.1,0.0,0,15.0,0.08
20.15,23.4,0.0,0,15.0,0.056
27.31,34.5,0.0,1,15.0,0.034
20.94,27.97,2.5,1,15.0,-0.026
24.61,19.54,1.2,1,15.0,-0.02
22.19,19.17,1.9,0,15.0,-0.137
24.43,24.68,1.9,1,15.0,-0.113
25.21,33.7,2.5,0,15.0,-0.069
26.64,32.15,1.9,1,15.0,-0.038
21.65,33.77,0.0,1,15.0,0.05
20.09,28.35,1.2,1,15.0,0.05
21.1,26.8,1.9,1,15.0,-0.032
27.2,20.95,1.2,1,15.0,-0.083
26.99,24.56,0.0,1,15.0,-0.068
24.78,26.68,1.9,0,15.0,-0.126
24.8,19.77,2.5,1,15.0,-0.124
25.32,22.41,1.2,1,15.0,-0.151
21.4,29.96,0.0,1,15.0,0.091
27.32,32.71,1.2,0,15.0,-0.029
23.35,37.97,1.9,1,15.0,0.13
23.07,36.66,1.9,0,15.0,0.084
24.15,30.85,2.5,1,15.0,-0.078
20.38,26.42,0.0,1,15.0,0.033
21.33,30.72,0.0,1,15.0,0.095
25.9,33.71,2.5,1,15.0,0.004
20.66,20.37,2.5,0,15.0,-0.178
24.83,26.2,0.0,0,15.0,-0.063
21.96,34.8,1.2,1,15.0,-0.004
23.11,25.68,1.2,1,15.0,-0.012
22.31,29.44,2.5,0,15.0,-0.051
22.85,29.76,1.2,1,15.0,0.031
25.75,21.69,0.0,1,15.0,-0.067
22.38,25.24,1.9,1,15.0,-0.158
24.53,24.69,1.9,1,15.0,-0.046
23.81,18.52,1.2,0,15.0,-0.115
25.31,18.48,2.5,0,15.0,-0.229
27.49,34.63,2.5,1,15.0,-0.062
25.86,23.46,2.5,1,15.0,-0.089
21.72,28.36,2.5,1,15.0,-0.076
20.25,23.97,2.5,1,15.0,-0.105
22.1,36.81,1.2,1,15.0,0.025
24.76,23.19,1.9,1,15.0,-0.105
20.41,26.59,1.9,1,15.0,-0.101
23.97,35.45,1.2,1,15.0,-0.015
24.77,34.84,2.5,1,15.0,-0.031
22.67,21.72,1.2,0,15.0,-0.045
26.17,34.05,1.9,1,15.0,-0.031
20.85,27.16,0.0,0,15.0,-0.004
20.6,27.66,1.2,1,15.0,-0.018
25.83,20.67,2.5,1,15.0,-0.224
23.96,19.61,1.9,1,15.0,-0.098
25.51,32.56,1.9,0,15.0,0.013
23.48,27.93,1.9,0,15.0,-0.118
21.97,26.74,1.9,0,15.0,-0.081
26.55,32.59,2.5,1,15.0,-0.061
26.4,33.31,0.0,0,15.0,0.089
25.56,21.18,1.9,1,15.0,-0.123
22.18,30.2,1.2,1,15.0,-0.033
24.72,20.71,0.0,1,15.0,-0.098
22.89,33.03,1.9,1,15.0,-0.021
20.73,31.14,0.0,0,15.0,0.14
27.34,37.13,1.2,1,15.0,0.016
21.09,19.38,1.9,1,15.0,-0.092
27.6,19.14,1.2,0,15.0,-0.087
23.57,23.64,2.5,1,15.0,-0.108
